Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
56898241,"Grave Reservations (The Booking Agents, #1)",Cherie Priest,"Priest, Cherie",,"=""1982168897""","=""9781982168896""",0,3.61,Atria Books,Hardcover,304,2021,2021,,2022/12/03,to-read,to-read (#840),to-read,,,,0,0
60769830,How Far the Light Reaches: A Life in Ten Sea Creatures,Sabrina Imbler,"Imbler, Sabrina",,"=""0316540536""","=""9780316540537""",0,4.24,"Little, Brown and Company",Hardcover,272,2022,2022,,2022/11/22,to-read,to-read (#839),to-read,,,,0,0
301053,The Elementals,Michael McDowell,"McDowell, Michael",,"=""0380783606""","=""9780380783601""",0,4.02,Avon Books,Paperback,292,1981,1981,,2022/11/22,to-read,to-read (#838),to-read,,,,0,0
41539,The Good House,Tananarive Due,"Due, Tananarive",,"=""0743296168""","=""9780743296168""",0,3.98,Simon & Schuster,Paperback,597,2006,2003,,2022/11/22,to-read,to-read (#837),to-read,,,,0,0
58724622,Mary: An Awakening of Terror,Nat Cassidy,"Cassidy, Nat",,"=""1250265231""","=""9781250265234""",0,3.91,Tor Nightfire,Paperback,405,2022,2022,,2022/11/22,to-read,to-read (#836),to-read,,,,0,0
52048671,"We Were Once a Family:  A Story of Love, Death, and Child Removal in America",Roxanna Asgarian,"Asgarian, Roxanna",,"=""""","=""""",0,4.45,"Farrar, Straus & Giroux",Audible Audio,,2023,2023,,2022/11/22,to-read,to-read (#835),to-read,,,,0,0
54976986,Great Circle,Maggie Shipstead,"Shipstead, Maggie",,"=""""","=""""",0,4.13,Knopf,Hardcover,608,2021,2021,,2022/11/22,to-read,to-read (#834),to-read,,,,0,0
225038,"Half Magic (Tales of Magic, #1)",Edward Eager,"Eager, Edward",N.M. Bodecker,"=""0152020683""","=""9780152020682""",0,3.94,Harcourt Odyssey,Paperback,192,1999,1954,,2022/11/20,to-read,to-read (#833),to-read,,,,0,0
61182423,G-Man: J. Edgar Hoover and the Making of the American Century,Beverly Gage,"Gage, Beverly",,"=""""","=""""",0,4.44,,Kindle Edition,,2022,2022,,2022/11/19,to-read,to-read (#832),to-read,,,,0,0
60254955,You Are Not Expected to Understand This: How 26 Lines of Code Changed the World,Torie Bosch,"Bosch, Torie",,"=""0691208484""","=""9780691208480""",0,3.44,Princeton University Press,Paperback,216,2022,,,2022/11/13,to-read,to-read (#831),to-read,,,,0,0
33385229,They Both Die at the End,Adam Silvera,"Silvera, Adam",,"=""0062457799""","=""9780062457790""",4,3.80,Quill Tree Books,Hardcover,389,2017,2017,,2022/10/05,"audible, audiobook, fiction","audible (#39), audiobook (#209), fiction (#22)",read,,,,1,0
38212134,How the Internet Happened: From Netscape to the iPhone,Brian  McCullough,"McCullough, Brian",,"=""1631493078""","=""9781631493072""",4,4.29,Liveright,Hardcover,384,2018,2018,,2022/04/18,audiobook,audiobook (#208),read,,,,1,0
60021175,Hack Your Bureaucracy: Get Things Done No Matter What Your Role on Any Team,Marina Nitze,"Nitze, Marina",Nick Sinai,"=""0306827751""","=""9780306827754""",5,4.32,Hachette Go,Hardcover,368,2022,2022,,2022/10/30,"audiobook, audible, nonfiction","audiobook (#207), audible (#38), nonfiction (#83)",read,,,,1,0
60012484,Grace: President Obama and Ten Days in the Battle for America,Cody Keenan,"Keenan, Cody",,"=""0358651891""","=""9780358651895""",5,4.59,HarperCollins US,Hardcover,320,2023,,,2022/06/23,"audiobook, audible, nonfiction","audiobook (#206), audible (#37), nonfiction (#82)",read,,,,1,0
58587872,I'll Show Myself Out: Essays On Midlife And Motherhood,Jessi Klein,"Klein, Jessi",,"=""0062981595""","=""9780062981592""",5,3.97,HarperCollins US,Hardcover,288,2023,2022,,2022/08/23,"audiobook, library, biography, nonfiction, overdrive","audiobook (#205), library (#185), biography (#29), nonfiction (#81), overdrive (#141)",read,,,,1,0
27362503,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",0,4.28,Atria Books,Kindle Edition,386,2016,2016,,2022/10/18,to-read,to-read (#829),to-read,,,,0,0
60393672,"It Starts with Us (It Ends with Us, #2)",Colleen Hoover,"Hoover, Colleen",,"=""1668001225""","=""9781668001226""",0,3.97,Atria Books,Paperback,323,2022,2022,,2022/10/18,to-read,to-read (#830),to-read,,,,0,0
61295403,A Heart That Works,Rob Delaney,"Delaney, Rob",,"=""1954118317""","=""9781954118317""",0,4.61,Spiegel & Grau,Hardcover,196,2022,2022,,2022/10/16,to-read,to-read (#828),to-read,,,,0,0
56233220,The World Before Us: How Science is Revealing a New Story of Our Human Origins,Tom Higham,"Higham, Tom",,"=""""","=""""",0,4.36,,Kindle Edition,320,2021,,,2022/10/10,to-read,to-read (#827),to-read,,,,0,0
56769353,Winning: The Unforgiving Race to Greatness (Tim Grover Winning Series),Tim S. Grover,"Grover, Tim S.",,"=""""","=""""",0,4.38,Scribner,Kindle Edition,237,2021,2021,,2022/10/08,to-read,to-read (#826),to-read,,,,0,0
36381091,The Cabin at the End of the World,Paul Tremblay,"Tremblay, Paul",,"=""0062679104""","=""9780062679109""",5,3.32,William Morrow,Hardcover,272,2018,2018,,2022/10/05,"audiobook, fiction, library, overdrive","audiobook (#204), fiction (#21), library (#184), overdrive (#140)",read,,,,1,0
60060431,"Things We Never Got Over (Knockemout, #1)",Lucy Score,"Score, Lucy",,"=""""","=""""",0,4.26,That's What She Said Publishing,Kindle Edition,572,2022,2022,,2022/10/05,to-read,to-read (#825),to-read,,,,0,0
59485859,"A Woman's Game: The Rise, Fall, and Rise Again of Women's Soccer",Suzanne Wrack,"Wrack, Suzanne",,"=""1629379336""","=""9781629379333""",0,4.22,Triumph Books,Hardcover,256,2022,,,2022/09/19,to-read,to-read (#824),to-read,,,,0,0
156534,Y The Last Man Vol. 1: Unmanned,Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, Goran Sudžuka, José Marzán Jr.","=""1563899809""","=""9781563899805""",0,4.08,Vertigo,Paperback,130,2003,2003,,2022/09/19,to-read,to-read (#823),to-read,,,,0,0
59645604,After The Revolution,Robert   Evans,"Evans, Robert",,"=""1849354626""","=""9781849354622""",0,4.29,AK Press,Paperback,380,2022,2021,,2022/08/25,to-read,to-read (#822),to-read,,,,0,0
60384460,An American Martyr in Persia: The Epic Life and Tragic Death of Howard Baskerville,Reza Aslan,"Aslan, Reza",,"=""1324004479""","=""9781324004479""",0,4.14,W. W. Norton  Company,Hardcover,384,2022,2022,,2022/08/23,to-read,to-read (#821),to-read,,,,0,0
60320942,Stories to Keep You Alive Despite Vampires,Ben Acker,"Acker, Ben",,"=""1665917008""","=""9781665917001""",0,4.16,Simon  Schuster Books for Young Readers,Hardcover,192,2022,,,2022/08/23,to-read,to-read (#820),to-read,,,,0,0
60545811,Thank You For Your Servitude: Donald Trump's Washington and the Price of Submission,Mark Leibovich,"Leibovich, Mark",,"=""0593296311""","=""9780593296318""",0,4.19,Penguin Press,Hardcover,352,2022,2022,,2022/08/23,to-read,to-read (#819),to-read,,,,0,0
30689366,Say Nothing,Brad Parks,"Parks, Brad",,"=""1101985593""","=""9781101985595""",0,3.95,Dutton Books,Hardcover,448,2017,2017,,2022/08/19,to-read,to-read (#818),to-read,,,,0,0
607639,The Beach,Alex Garland,"Garland, Alex",,"=""1573226521""","=""9781573226523""",0,3.96,Riverhead Books,Paperback,436,1998,1996,,2022/08/19,to-read,to-read (#817),to-read,,,,0,0
61271429,The Suitcase Clone,Robin Sloan,"Sloan, Robin",,"=""0374716447""","=""9780374716448""",4,3.90,MCD,ebook,80,2022,2022,,2022/08/17,,,read,,,,1,0
535225,The Whole Story and Other Stories,Ali Smith,"Smith, Ali",,"=""140007567X""","=""9781400075676""",0,3.74,Anchor,Paperback,177,2004,2003,,2022/08/17,to-read,to-read (#816),to-read,,,,0,0
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Andrew Postman,"Postman, Andrew",Neil Postman,"=""014303653X""","=""9780143036531""",0,4.15,Penguin Books,Paperback,184,2005,1985,,2022/08/17,to-read,to-read (#815),to-read,,,,0,0
17349,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,"Sagan, Carl",Ann Druyan,"=""0345409469""","=""9780345409461""",0,4.28,Ballantine Books,Paperback,459,1997,1996,,2022/08/17,to-read,to-read (#814),to-read,,,,0,0
7815,The Year of Magical Thinking,Joan Didion,"Didion, Joan",,"=""1400078431""","=""9781400078431""",0,3.93,Vintage,Paperback,227,2007,2005,,2022/08/17,to-read,to-read (#813),to-read,,,,0,0
164154,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,"Jr., Walter M. Miller",Mary Doria Russell,"=""0060892994""","=""9780060892999""",0,3.98,HarperCollins EOS,Paperback,334,2006,1959,,2022/08/17,to-read,to-read (#812),to-read,,,,0,0
773858,Born Standing Up: A Comic's Life,Steve Martin,"Martin, Steve",,"=""1416553649""","=""9781416553649""",0,3.87,Scribner Book Company,Hardcover,207,2008,2007,,2022/08/17,to-read,to-read (#811),to-read,,,,0,0
23310730,The Parakeet Named Dreidel,Isaac Bashevis Singer,"Singer, Isaac Bashevis",Suzanne Raphael Berkson,"=""0374300941""","=""9780374300944""",0,3.77,"Farrar, Straus and Giroux",Hardcover,32,2015,2015,,2022/07/27,,,read,,,,1,0
38502098,A People's History of Computing in the United States,Joy Lisi Rankin,"Rankin, Joy Lisi",,"=""0674970977""","=""9780674970977""",0,3.39,Harvard University Press,Hardcover,336,2018,2018,,2022/07/26,to-read,to-read (#810),to-read,,,,0,0
59149030,Invisible Things,Mat Johnson,"Johnson, Mat",,"=""0593229258""","=""9780593229255""",0,3.59,One World,Hardcover,272,2022,2022,,2022/07/24,to-read,to-read (#809),to-read,,,,0,0
59838811,Upgrade,Blake Crouch,"Crouch, Blake",,"=""0593157532""","=""9780593157534""",5,3.83,Ballantine Books,Hardcover,352,2022,2022,,2022/02/04,"audible, audiobook, fiction","audible (#36), audiobook (#203), fiction (#20)",read,,,,1,0
59629555,The Reading List,Sara Nisha Adams,"Adams, Sara Nisha",,"=""0063025299""","=""9780063025295""",0,4.10,William Morrow & Company,Paperback,400,2022,2021,,2022/07/20,to-read,to-read (#808),to-read,,,,0,0
7667369,Nothing to Envy: Ordinary Lives in North Korea,Barbara Demick,"Demick, Barbara",,"=""0385523912""","=""9780385523912""",0,4.44,Random House,Paperback,316,2010,2009,,2022/07/19,to-read,to-read (#807),to-read,,,,0,0
59568382,"Normal Family: On Truth, Love, and How I Met My 35 Siblings",Chrysta Bilton,"Bilton, Chrysta",,"=""0316536547""","=""9780316536547""",0,4.09,"Little, Brown and Company",Hardcover,288,2022,2022,,2022/07/15,to-read,to-read (#806),to-read,,,,0,0
60845946,The Power of the Downstate: Recharge Your Life Using Your Body's Own Restorative Systems,Sara C. Mednick,"Mednick, Sara C.",,"=""""","=""""",0,4.01,,Kindle Edition,,2022,,,2022/07/11,to-read,to-read (#805),to-read,,,,0,0
59147660,Escaping Gravity: My Quest to Transform NASA and Launch a New Space Age,Lori Garver,"Garver, Lori",,"=""1635767733""","=""9781635767735""",0,3.89,Diversion Books,ebook,304,2022,2022,,2022/07/10,to-read,to-read (#804),to-read,,,,0,0
59613917,Arbitrary Lines: How Zoning Broke the American City and How to Fix It,M. Nolan Gray,"Gray, M. Nolan",,"=""1642832545""","=""9781642832549""",0,4.23,Island Press,Paperback,256,2022,2022,,2022/07/10,to-read,to-read (#803),to-read,,,,0,0
43925876,The Giver of Stars,Jojo Moyes,"Moyes, Jojo",,"=""0399562486""","=""9780399562488""",0,4.28,Pamela Dorman Books,Hardcover,390,2019,2019,,2022/07/06,to-read,to-read (#802),to-read,,,,0,0
59039926,"The Last Resort: A Chronicle of Paradise, Profit, and Peril at the Beach",Sarah Stodola,"Stodola, Sarah",,"=""0062951629""","=""9780062951625""",0,3.63,Ecco,Hardcover,352,2022,2022,,2022/06/24,to-read,to-read (#801),to-read,,,,0,0
59045643,Building Data Products: Introduction to Data and Analytics Engineering for non-programmers,Brian McMillan,"McMillan, Brian",,"=""""","=""""",0,0.0,,Kindle Edition,,2021,,,2022/06/23,to-read,to-read (#800),to-read,,,,0,0
35249663,Inspired: How to Create Tech Products Customers Love,Marty Cagan,"Cagan, Marty",,"=""1119387507""","=""9781119387503""",0,4.25,Wiley,Hardcover,349,2017,2008,,2022/06/23,to-read,to-read (#799),to-read,,,,0,0
58784283,Sicker in the Head: More Conversations about Life and Comedy,Judd Apatow,"Apatow, Judd",,"=""0525509410""","=""9780525509417""",0,3.80,Random House,Hardcover,454,2022,2022,,2022/06/21,to-read,to-read (#798),to-read,,,,0,0
58724926,"When They Win, You Win: Being a Great Manager Is Simpler Than You Think",Russ Laraway,"Laraway, Russ",,"=""1250279666""","=""9781250279668""",0,4.28,St. Martin's Press,Hardcover,296,2022,2022,,2022/06/20,to-read,to-read (#797),to-read,,,,0,0
59447532,"A Way Out of No Way: A Memoir of Truth, Transformation, and the New American Story",Raphael G. Warnock,"Warnock, Raphael G.",,"=""0593491548""","=""9780593491546""",0,4.20,Penguin Press,Hardcover,288,2022,,,2022/06/20,to-read,to-read (#796),to-read,,,,0,0
39293566,"Modern CTO: Everything you need to know, to be a Modern CTO.",Joel Beasley,"Beasley, Joel",,"=""""","=""""",0,3.54,Modner CTO Press,Kindle Edition,144,2018,,,2022/06/19,to-read,to-read (#795),to-read,,,,0,0
56753447,Flux: 8 Superpowers for Thriving in Constant Change,April Rinne,"Rinne, April",,"=""1523093595""","=""9781523093595""",0,3.95,Berrett-Koehler Publishers,Hardcover,216,2021,2021,,2022/06/18,to-read,to-read (#794),to-read,,,,0,0
60644838,When McKinsey Comes to Town: The Hidden Influence of the World's Most Powerful Consulting Firm,Walt Bogdanich,"Bogdanich, Walt",Michael Forsythe,"=""1847926258""","=""9781847926258""",0,3.79,Bodley Head,Hardcover,368,2022,,,2022/06/10,to-read,to-read (#793),to-read,,,,0,0
48549702,Upstream: The Quest to Solve Problems Before They Happen,Dan Heath,"Heath, Dan",,"=""""","=""""",0,4.16,Avid Reader Press / Simon & Schuster,Kindle Edition,320,2020,2020,,2022/06/10,to-read,to-read (#792),to-read,,,,0,0
7023600,"Teaming: How Organizations Learn, Innovate, and Compete in the Knowledge Economy",Amy C. Edmondson,"Edmondson, Amy C.",,"=""078797093X""","=""9780787970932""",0,3.97,Jossey-Bass,Hardcover,352,2012,2005,,2022/06/08,to-read,to-read (#791),to-read,,,,0,0
20926278,Revival,Stephen King,"King, Stephen",,"=""1476770387""","=""9781476770383""",0,3.80,Scribner,Hardcover,405,2014,2014,,2022/06/08,to-read,to-read (#790),to-read,,,,0,0
58890783,Either/Or,Elif Batuman,"Batuman, Elif",,"=""0525557598""","=""9780525557593""",0,4.09,Penguin Press,Hardcover,368,2022,2022,,2022/05/31,to-read,to-read (#789),to-read,,,,0,0
30962053,The Idiot,Elif Batuman,"Batuman, Elif",,"=""1594205612""","=""9781594205613""",0,3.69,Penguin Press,Hardcover,423,2017,2017,,2022/05/31,to-read,to-read (#788),to-read,,,,0,0
20821185,The Great Beanie Baby Bubble: Mass Delusion and the Dark Side of Cute,Zac Bissonnette,"Bissonnette, Zac",,"=""1591846021""","=""9781591846024""",0,3.89,Penguin,Hardcover,260,2015,2014,,2022/05/26,to-read,to-read (#787),to-read,,,,0,0
48930297,Can't Even: How Millennials Became the Burnout Generation,Anne Helen Petersen,"Petersen, Anne Helen",,"=""0358315077""","=""9780358315070""",5,3.95,Mariner Books,Hardcover,304,2020,2020,,2021/12/21,"audible, audiobook, nonfiction","audible (#35), audiobook (#202), nonfiction (#80)",read,I can't tell if this is a book every millennial should read because it acknowledges all of the stressful/challenging/infuriating things this generation has gone through and continues to go through - helping to confirm the feelings people may have - or if no millennial should read this book because it acknowledges all of the stressful/challenging/infuriating things this generation has gone through and continues to go through - making the feelings people may have all the more real. <br/><br/>I'll land on people should read the book.,,,1,0
55479343,The Devil and the Dark Water,Stuart Turton,"Turton, Stuart",,"=""1728234298""","=""9781728234298""",0,3.86,Sourcebooks Landmark,Paperback,494,2021,2020,,2021/06/18,to-read,to-read (#674),to-read,,,,0,0
58605460,Making Numbers Count: The Art and Science of Communicating Numbers,Chip Heath,"Heath, Chip",Karla Starr,"=""""","=""""",5,3.91,,Kindle Edition,224,2022,2022,,2022/04/22,"audiobook, library, overdrive","audiobook (#201), library (#183), overdrive (#139)",read,,,,1,0
57499852,"Exodus, Revisited: My Unorthodox Journey to Berlin",Deborah Feldman,"Feldman, Deborah",,"=""0593185269""","=""9780593185261""",0,3.44,Plume Books,Paperback,368,2021,2014,,2021/09/01,to-read,to-read (#699),to-read,,,,0,0
57005189,Masters of Scale: Surprising Truths from the World's Most Successful Entrepreneurs,Reid Hoffman,"Hoffman, Reid","June Cohen, Deron Triff","=""0593239083""","=""9780593239087""",4,4.13,Currency,Hardcover,304,2021,2021,,2022/04/18,,,read,,,,1,0
57468176,The Eight Paradoxes of Great Leadership: Embracing the Conflicting Demands of Today's Workplace,Tim Elmore,"Elmore, Tim",,"=""1400228298""","=""9781400228294""",0,4.31,HarperCollins Leadership,Hardcover,240,2021,,,2022/04/25,to-read,to-read (#786),to-read,,,,0,0
59383944,"Amp It Up: Leading for Hypergrowth by Raising Expectations, Increasing Urgency, and Elevating Intensity",Frank Slootman,"Slootman, Frank",,"=""1119836409""","=""9781119836407""",4,4.13,Wiley,ebook,208,2022,2022,,2022/02/11,"audiobook, biography, business, hoopla, library, management, nonfiction","audiobook (#200), biography (#28), business (#7), hoopla (#24), library (#182), management (#5), nonfiction (#79)",read,,,,1,0
57088630,The Big East: Inside the Most Entertaining and Influential Conference in College Basketball History,Dana O'Neil,"O'Neil, Dana",,"=""0593237935""","=""9780593237939""",5,4.27,Ballantine Books,Hardcover,272,2021,2021,,2022/03/27,"audiobook, library, overdrive, sports","audiobook (#199), library (#181), overdrive (#138), sports (#24)",read,"I loved every single part of this book. The in depth look at every team, the stories of the games (even the ones that ended in heartbreak), and the memories it brought up:<br/>- growing up legitimately thinking Georgetown was a bad school academically because I'd been raised with Syracuse Orange in my blood<br/>- watching SU win the National Championship with my dad in the Dome the weekend I was making my decision about where to go to college (easy choice)<br/>- trudging to the Dome in the middle of winter, just to pack in with my best friends and cheer on GMac and team<br/>- sprinting to a mid term because I couldn't fathom missing the end of the first round 2006 Big East Tourney<br/>- convincing a professor to let us watch SU take down UConn in that same Big East Tournament<br/>- closing down the bar watching the 6 overtime game <br/>- feeling all of the emotions when SU left the Big East....still not over it (Georgetown is the rival, not Duke)<br/><br/>Just a must-read. It even left me feeling good feelings about some of those rival schools...so, it's a good book.",,,1,0
53968568,Glory Days: The Summer of 1984 and the 90 Days That Changed Sports and Culture Forever,L. Jon Wertheim,"Wertheim, L. Jon",,"=""1328637247""","=""9781328637246""",4,4.11,Mariner Books,Hardcover,324,2021,,,2022/03/27,"audiobook, library, overdrive, sports","audiobook (#198), library (#180), overdrive (#137), sports (#23)",read,,,,1,0
56212912,Out of Office: The Big Problem and Bigger Promise of Working from Home,Charlie Warzel,"Warzel, Charlie",Anne Helen Petersen,"=""0593320093""","=""9780593320099""",0,3.76,Knopf,Hardcover,272,2021,2021,,2022/04/18,to-read,to-read (#785),to-read,,,,0,0
60047452,Financial Adulting: Everything You Need to be a Financially Confident and Conscious Adult,Ashley Feinstein Gerstley,"Gerstley, Ashley Feinstein",,"=""1119817307""","=""9781119817307""",0,4.30,Wiley,Hardcover,384,2022,,,2022/04/18,to-read,to-read (#784),to-read,,,,0,0
